violation_id,rule_id,rule_name,rule_category,rule_type,object_id,event_id,activity,timestamp,actor,severity,response_mode,condition_met,threshold_level,observed_value,p90_threshold,p95_threshold,detected_at
STAT-0014,DG05,Vendor Communication Traceability,Communication,Statistical,VQ-PO-NTS-2026-015,EVT-00301,,2026-02-18T10:00:00Z,,Medium,Intervention Package,Vendor quote via Zalo (non-ERP/CRM); count=2,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.056289+00:00
VIO-DET-0094,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-017,EVT-00342,,2026-02-18T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.056289+00:00
VIO-DET-0095,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-014,EVT-00280,,2026-02-20T09:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.056289+00:00
VIO-DET-0096,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-021,EVT-00411,,2026-02-21T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.056289+00:00
VIO-DET-0097,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-015,EVT-00304,,2026-02-21T16:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0098,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-020,EVT-00394,,2026-02-22T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0099,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-020,EVT-00397,,2026-02-22T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0100,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-003,EVT-00064,,2026-02-23T02:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0101,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-003,EVT-00065,,2026-02-23T04:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0102,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-019,EVT-00375,,2026-02-23T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0103,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-020,EVT-00400,,2026-02-23T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0104,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-014,EVT-00283,,2026-02-23T15:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0105,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-019,EVT-00378,,2026-02-23T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0106,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-022,EVT-00432,,2026-02-24T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0107,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-019,EVT-00381,,2026-02-24T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0108,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-004,EVT-00083,,2026-02-24T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0109,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-004,EVT-00084,,2026-02-24T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0110,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-007,EVT-00146,,2026-02-24T22:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0111,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-007,EVT-00147,,2026-02-25T00:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0112,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-016,EVT-00314,,2026-02-25T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.056631+00:00
STAT-0015,DG07,Negotiation Auditability,Traceability,Statistical,BOM-PO-NTS-2026-008,EVT-00155,,2026-02-25T16:00:00Z,,Medium,Intervention Package,ValidateBOM version=v1.1 without ReturnOrderForRevision reason,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.056631+00:00
VIO-DET-0113,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-016,EVT-00317,,2026-02-25T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0114,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-008,EVT-00157,,2026-02-26T00:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
VIO-DET-0115,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-016,EVT-00320,,2026-02-26T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.056631+00:00
STAT-0016,DG05,Vendor Communication Traceability,Communication,Statistical,VQ-PO-NTS-2026-016,EVT-00320,,2026-02-26T06:00:00Z,,Medium,Intervention Package,Vendor quote via Zalo (non-ERP/CRM); count=2,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.056631+00:00
VIO-DET-0116,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-021,EVT-00413,,2026-02-26T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0117,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-008,EVT-00160,,2026-02-26T10:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
STAT-0017,DG05,Vendor Communication Traceability,Communication,Statistical,VQ-PO-NTS-2026-008,EVT-00160,,2026-02-26T10:00:00Z,,Medium,Intervention Package,Vendor quote via Zalo (non-ERP/CRM); count=2,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.057790+00:00
VIO-DET-0118,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-020,EVT-00403,,2026-02-26T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0119,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-021,EVT-00416,,2026-02-26T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0120,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-023,EVT-00451,,2026-02-27T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0121,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-024,EVT-00470,,2026-02-27T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0122,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-025,EVT-00489,,2026-02-27T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
STAT-0018,DG10,Master Data Consistency,Version,Statistical,PO-NTS-2026-021,EVT-00418,,2026-02-27T03:00:00Z,,Medium,Intervention Package,"ReturnOrderForRevision reason contains naming mismatch: ""Unit description mismatch between quotation and customs document""",Warning,1.0,1.0,1.0,2026-06-14T17:09:41.057790+00:00
VIO-DET-0123,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-019,EVT-00384,,2026-02-27T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0124,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-010,EVT-00209,,2026-02-27T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0125,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-011,EVT-00228,,2026-02-27T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0126,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-010,EVT-00210,,2026-02-27T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0127,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-011,EVT-00229,,2026-02-27T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0128,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-022,EVT-00434,,2026-02-28T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0129,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-022,EVT-00437,,2026-02-28T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0130,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-022,EVT-00440,,2026-03-01T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0131,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-016,EVT-00323,,2026-03-01T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0132,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-008,EVT-00163,,2026-03-01T16:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0133,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-012,EVT-00247,,2026-03-01T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0134,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-013,EVT-00266,,2026-03-01T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0135,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-012,EVT-00248,,2026-03-01T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0136,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-013,EVT-00267,,2026-03-01T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0137,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-006,EVT-00125,,2026-03-02T02:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0138,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-026,EVT-00508,,2026-03-02T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0139,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-006,EVT-00126,,2026-03-02T04:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0140,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-025,EVT-00491,,2026-03-02T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0141,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-021,EVT-00421,,2026-03-02T09:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0142,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-025,EVT-00494,,2026-03-02T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0143,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-024,EVT-00472,,2026-03-03T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.057790+00:00
VIO-DET-0144,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-025,EVT-00497,,2026-03-03T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.058790+00:00
VIO-DET-0145,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-024,EVT-00475,,2026-03-03T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.058790+00:00
VIO-DET-0146,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-024,EVT-00478,,2026-03-04T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.058790+00:00
VIO-DET-0147,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-022,EVT-00443,,2026-03-04T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.058790+00:00
VIO-DET-0148,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-027,EVT-00527,,2026-03-05T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.058790+00:00
VIO-DET-0149,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-023,EVT-00453,,2026-03-05T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.058790+00:00
VIO-DET-0150,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-026,EVT-00510,,2026-03-05T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.058790+00:00
VIO-DET-0151,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-021,EVT-00424,,2026-03-05T15:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0152,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-023,EVT-00456,,2026-03-05T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0153,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-026,EVT-00513,,2026-03-05T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0154,DG01,Complete Information,Quality,Deterministic,PO-NTS-2026-028,EVT-00546,,2026-03-06T02:00:00Z,,High,Hard Stop,ReviewOrderInformation status=Incomplete,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0155,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-028,EVT-00546,,2026-03-06T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0156,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-023,EVT-00459,,2026-03-06T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0157,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-026,EVT-00516,,2026-03-06T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0158,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-018,EVT-00354,,2026-03-06T09:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0159,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-025,EVT-00500,,2026-03-06T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0160,DG09,Rework Justification,Quality,Deterministic,BOM-PO-NTS-2026-018,EVT-00355,,2026-03-06T13:00:00Z,,High,Hard Stop,ValidateBOM status=Incomplete (no documented justification),,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0161,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-024,EVT-00481,,2026-03-07T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0162,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-009,EVT-00190,,2026-03-09T02:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0163,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-009,EVT-00191,,2026-03-09T04:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0164,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-023,EVT-00462,,2026-03-09T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0165,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-026,EVT-00519,,2026-03-09T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0166,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-027,EVT-00529,,2026-03-10T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0167,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-027,EVT-00532,,2026-03-10T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0168,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-027,EVT-00535,,2026-03-11T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0169,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-028,EVT-00550,,2026-03-11T09:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0170,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-028,EVT-00553,,2026-03-11T23:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0171,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-029,EVT-00567,,2026-03-12T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0172,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-028,EVT-00556,,2026-03-12T09:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0173,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-017,EVT-00346,,2026-03-13T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0174,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-017,EVT-00347,,2026-03-13T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0175,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-027,EVT-00538,,2026-03-14T12:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0176,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-015,EVT-00308,,2026-03-14T23:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.059295+00:00
VIO-DET-0177,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-015,EVT-00309,,2026-03-15T01:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
VIO-DET-0178,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-031,EVT-00607,,2026-03-15T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
VIO-DET-0179,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-028,EVT-00559,,2026-03-15T15:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
VIO-DET-0180,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-030,EVT-00588,,2026-03-16T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
STAT-0019,DG07,Negotiation Auditability,Traceability,Statistical,BOM-PO-NTS-2026-018,EVT-00357,,2026-03-16T19:00:00Z,,Medium,Intervention Package,ValidateBOM version=v1.2 without ReturnOrderForRevision reason,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.060300+00:00
VIO-DET-0181,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-018,EVT-00359,,2026-03-17T03:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
VIO-DET-0182,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-018,EVT-00362,,2026-03-17T13:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
STAT-0020,DG05,Vendor Communication Traceability,Communication,Statistical,VQ-PO-NTS-2026-018,EVT-00362,,2026-03-17T13:00:00Z,,Medium,Intervention Package,Vendor quote via WhatsApp (non-ERP/CRM); count=2,Warning,2.0,2.0,2.0,2026-06-14T17:09:41.060300+00:00
VIO-DET-0183,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-020,EVT-00407,,2026-03-17T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
VIO-DET-0184,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-020,EVT-00408,,2026-03-17T21:00:00Z,,Medium,Intervention Package,Department changed Admin→PM without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
VIO-DET-0185,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-032,EVT-00628,,2026-03-19T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.060300+00:00
VIO-DET-0186,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-030,EVT-00590,,2026-03-19T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0187,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-030,EVT-00593,,2026-03-19T20:00:00Z,,Medium,Intervention Package,Department changed PM→Accounting without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0188,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-033,EVT-00647,,2026-03-20T02:00:00Z,,Medium,Intervention Package,Department changed Sales→PM without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0189,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-029,EVT-00569,,2026-03-20T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0190,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-030,EVT-00596,,2026-03-20T06:00:00Z,,Medium,Intervention Package,Department changed Accounting→PM without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0191,DG12,Document Lineage Control,Traceability,Deterministic,VQ-PO-NTS-2026-031,EVT-00609,,2026-03-20T06:00:00Z,,High,Hard Stop,VendorQuotation received with no PO in relationships (lineage broken),,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0192,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-018,EVT-00365,,2026-03-20T19:00:00Z,,Medium,Intervention Package,Department changed PM→Logistics without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
VIO-DET-0193,DG15,Ownership Governance Monitoring,Ownership,Deterministic,PO-NTS-2026-022,EVT-00447,,2026-03-20T19:00:00Z,,Medium,Intervention Package,Department changed Logistics→Admin without reassignment doc,,,,,2026-06-14T17:09:41.060876+00:00
